#chrom	chromStart	chromEnd	name	strand	uniprotName	geneName	geneSynonyms
chr3	193255650	193270702	Q9HDD0	+	HRSL1_HUMAN	HRASLS	
chr3	193275044	193378725	Q4VNC0	-	AT135_HUMAN	ATP13A5	
chr3	193402654	193554799	Q4VNC1-1	-	AT134_HUMAN	ATP13A4	
chr3	193593377	193692124	O60313-1	+	OPA1_HUMAN	OPA1	KIAA0567
chr3	194136380	194138230	Q14469	+	HES1_HUMAN	HES1	BHLHB39; HL; HRY
chr3	194341067	194342702	P22792	-	CPN2_HUMAN	CPN2	ACBP
chr3	194359300	194361043	Q8TF66-1	-	LRC15_HUMAN	LRRC15	LIB
chr3	194396602	194398282	P40197	-	GPV_HUMAN	GP5	
chr3	194405921	194462190	Q9H7F0-1	-	AT133_HUMAN	ATP13A3	AFURS1
chr3	194588531	194633215	Q2T9K0-1	-	TMM44_HUMAN	TMEM44	
chr3	194642070	194672162	Q9H089	-	LSG1_HUMAN	LSG1	
chr3	194686826	194688095	Q8N2R8	+	FA43A_HUMAN	FAM43A	
chr3	195069717	195271058	Q8NBI6-1	-	XXLT1_HUMAN	XXYLT1	C3orf21
chr3	195279330	195442847	Q15057	-	ACAP2_HUMAN	ACAP2	CENTB2; KIAA0041
chr3	195516898	195543025	P41236	-	IPP2_HUMAN	PPP1R2	IPP2
chr3	195568902	195579461	P05090	-	APOD_HUMAN	APOD	
chr3	195721007	195733215	Q8N307-1	+	MUC20_HUMAN	MUC20	KIAA1359
chr3	195864183	195888588	Q07912-1	-	ACK1_HUMAN	TNK2	ACK1
chr3	196051944	196077099	P02786	-	TFR1_HUMAN	TFRC	
chr3	196198297	196211315	Q8WVZ1-1	-	ZDH19_HUMAN	ZDHHC19	
chr3	196216712	196233196	Q86UW1	+	OSTA_HUMAN	SLC51A	OSTA
chr3	196238690	196270531	P49585	-	PCY1A_HUMAN	PCYT1A	CTPCT; PCYT1
chr3	196291329	196318152	Q8WW35	-	TC1D2_HUMAN	TCTEX1D2	
chr3	196323819	196327590	Q96DZ7-1	-	T4S19_HUMAN	TM4SF19	OCTM4
chr3	196356687	196432399	O94888	-	UBXN7_HUMAN	UBXN7	KIAA0794; UBXD7
chr3	196471821	196503173	Q8IYW5	-	RN168_HUMAN	RNF168	
chr3	196507889	196515209	Q147U7	-	SMCO1_HUMAN	SMCO1	C3orf43
chr3	196554213	196561475	Q7Z5U6	-	WDR53_HUMAN	WDR53	
chr3	196568984	196584315	P0C2W1	+	FBSP1_HUMAN	FBXO45	FBX45
chr3	196654539	196661719	Q86YC3	+	NRROS_HUMAN	NRROS	LRRC33
chr3	196707553	196708657	Q96LK0	-	CEP19_HUMAN	CEP19	C3orf34
chr3	196712532	196733899	Q8TBF5-1	+	PIGX_HUMAN	PIGX	
chr3	196782646	196828402	Q13177	+	PAK2_HUMAN	PAK2	
chr3	196885181	196930920	Q96HI0-1	+	SENP5_HUMAN	SENP5	
chr3	196937013	196942503	P52298-1	-	NCBP2_HUMAN	NCBP2	CBP20
chr3	196942716	196943013	Q69YL0	+	NCAS2_HUMAN	NCBP2-AS2	
chr3	196947159	196952031	Q86VD9	-	PIGZ_HUMAN	PIGZ	SMP3
chr3	197003374	197029702	P08582-1	-	TRFM_HUMAN	MELTF	MAP97; MFI2
chr3	197044625	197297204	Q12959-1	-	DLG1_HUMAN	DLG1	
chr3	197511897	197546443	Q02338	-	BDH_HUMAN	BDH1	BDH; SDR9C1
chr3	197675020	197736719	Q92622-1	-	RUBIC_HUMAN	RUBCN	KIAA0226
chr3	197749971	197781906	Q96QD9-1	+	UIF_HUMAN	FYTTD1	UIF
chr3	197791278	197883663	Q96II8-1	+	LRCH3_HUMAN	LRCH3	
chr3	197889582	197945627	Q9H095-1	-	IQCG_HUMAN	IQCG	
chr3	197950967	197955770	P18077	+	RL35A_HUMAN	RPL35A	
chr3	197960221	198038664	Q96KR4-1	+	LMLN_HUMAN	LMLN	
chr4	53488	87448	Q8IYB9	+	ZN595_HUMAN	ZNF595	
chr4	124670	162119	Q3SXZ3-1	+	ZN718_HUMAN	ZNF718	
chr4	271101	305310	B4DXR9	-	ZN732_HUMAN	ZNF732	
chr4	337983	373859	Q15928	+	ZN141_HUMAN	ZNF141	D4S90
chr4	426495	426963	Q4W5N1	-	ABCAB_HUMAN	ABCA11P	ABCA11
chr4	441697	444430	Q8TF20-1	-	ZN721_HUMAN	ZNF721	KIAA1982
chr4	499335	539366	Q5H8A4-1	+	PIGG_HUMAN	PIGG	GPI7
chr4	625626	670104	P35913-1	+	PDE6B_HUMAN	PDE6B	PDEB
chr4	672502	674247	P56385	-	ATP5I_HUMAN	ATP5I	ATP5K
chr4	678026	681991	Q02045-1	+	MYL5_HUMAN	MYL5	
chr4	681960	689127	Q6UXD7-1	-	MFSD7_HUMAN	MFSD7	
chr4	733680	766076	Q3KNV8-1	+	PCGF3_HUMAN	PCGF3	RNF3; RNF3A
chr4	786503	824522	O14810	-	CPLX1_HUMAN	CPLX1	
chr4	849675	932187	O14976-1	-	GAK_HUMAN	GAK	
chr4	947739	958493	Q9BSA9-1	+	TM175_HUMAN	TMEM175	
chr4	960622	973482	P52824	-	DGKQ_HUMAN	DGKQ	DAGK4
chr4	987084	1004390	P35475-1	+	IDUA_HUMAN	IDUA	
chr4	988835	991703	Q9H2B4-1	-	S26A1_HUMAN	SLC26A1	SAT1
chr4	1012485	1025344	Q8N441	+	FGRL1_HUMAN	FGFRL1	FGFR5; FHFR
chr4	1072876	1113464	Q495C1-1	-	RN212_HUMAN	RNF212	
chr4	1167474	1172071	Q9BUD6	-	SPON2_HUMAN	SPON2	DIL1
chr4	1212242	1248955	Q13363-1	-	CTBP1_HUMAN	CTBP1	CTBP
chr4	1289913	1339166	Q7L5Y9-1	+	MAEA_HUMAN	MAEA	EMP
chr4	1348091	1385958	Q2YD98-1	+	UVSSA_HUMAN	UVSSA	KIAA1530
chr4	1394511	1395849	Q8N1N5	+	CRPAK_HUMAN	CRIPAK	
chr4	1402934	1406331	Q15270	-	NKX11_HUMAN	NKX1-1	HPX153
chr4	1641295	1668741	Q6NSI3	-	FA53A_HUMAN	FAM53A	
chr4	1693599	1712188	Q14493-1	-	SLBP_HUMAN	SLBP	HBP
chr4	1717182	1720837	A0AVI4-1	-	TM129_HUMAN	TMEM129	
chr4	1723421	1745010	Q9Y6A5	+	TACC3_HUMAN	TACC3	ERIC1
chr4	1793934	1807259	P22607-1	+	FGFR3_HUMAN	FGFR3	JTK4
chr4	1814426	1855950	O95202-1	-	LETM1_HUMAN	LETM1	
chr4	1900654	1978906	O96028-1	+	NSD2_HUMAN	NSD2	KIAA1090; MMSET; TRX5; WHSC1
chr4	1983321	2008959	Q9H3P2-1	-	NELFA_HUMAN	NELFA	WHSC2
chr4	2042351	2043923	Q5BLP8-1	+	CD048_HUMAN	C4orf48	
chr4	2059511	2064124	Q8N9F0	+	NAT8L_HUMAN	NAT8L	CML3
chr4	2072116	2229231	Q7Z5Q5-1	-	DPOLN_HUMAN	POLN	
chr4	2231929	2240946	Q68CZ6-1	-	HAUS3_HUMAN	HAUS3	C4orf15
chr4	2250546	2261980	Q14582	-	MAD4_HUMAN	MXD4	BHLHC12; MAD4
chr4	2270727	2418323	Q9HCC9-1	-	LST2_HUMAN	ZFYVE28	KIAA1643; LST2
chr4	2460036	2462605	D6REC4	+	CFA99_HUMAN	CFAP99	
chr4	2490493	2513816	P78317-1	+	RNF4_HUMAN	RNF4	SNURF
chr4	2631004	2731865	P78312-1	+	F193A_HUMAN	FAM193A	C4orf8
chr4	2742259	2756289	Q8NFZ5-1	-	TNIP2_HUMAN	TNIP2	ABIN2; FLIP1
chr4	2820617	2833831	P78314-1	+	3BP2_HUMAN	SH3BP2	3BP2
chr4	2875915	2928520	P35611-1	+	ADDA_HUMAN	ADD1	ADDA
chr4	2930840	2933923	Q14728	-	MFS10_HUMAN	MFSD10	TETRAN
chr4	2938833	2963319	P78316-1	-	NOP14_HUMAN	NOP14	C4orf9; NOL14
chr4	2964070	3040622	P32298-1	+	GRK4_HUMAN	GRK4	GPRK2L; GPRK4
chr4	3074825	3240056	P42858	+	HD_HUMAN	HTT	HD; IT15
chr4	3249222	3255962	Q6ZTZ1	+	MSD1_HUMAN	MSANTD1	C4orf44
chr4	3316170	3439681	O14924-1	+	RGS12_HUMAN	RGS12	
chr4	3442001	3449416	Q04756	+	HGFA_HUMAN	HGFAC	
chr4	3463375	3493498	Q18PE1-1	+	DOK7_HUMAN	DOK7	C4orf25
chr4	3512976	3532412	P30533	-	AMRP_HUMAN	LRPAP1	A2MRAP
chr4	3766606	3767992	P18825	+	ADA2C_HUMAN	ADRA2C	ADRA2L2; ADRA2RL2
chr4	4188805	4226864	Q7RTM1	-	OTOP1_HUMAN	OTOP1	
chr4	4237838	4248202	Q5BJH2-1	-	TM128_HUMAN	TMEM128	
chr4	4267891	4283742	Q9NX58	-	LYAR_HUMAN	LYAR	
chr4	4299945	4321313	Q6ZSB9-1	+	ZBT49_HUMAN	ZBTB49	ZNF509
chr4	4387629	4417432	P42857-1	+	NSG1_HUMAN	NSG1	D4S234
chr4	4420036	4541964	Q9P2W9	-	STX18_HUMAN	STX18	
chr4	4859899	4863140	P28360	+	MSX1_HUMAN	MSX1	HOX7
chr4	5015153	5019445	Q9NRR1	-	CYTL1_HUMAN	CYTL1	C4orf4
chr4	5051863	5499080	Q9NY57-1	+	ST32B_HUMAN	STK32B	YANK2
chr4	5562850	5708513	Q86UK5-1	-	LBN_HUMAN	EVC2	LBN
chr4	5711380	5811034	P57679	+	EVC_HUMAN	EVC	
chr4	5821762	5888266	Q14194-1	-	DPYL1_HUMAN	CRMP1	DPYSL1; ULIP3
chr4	5959377	5988349	Q6ZRC1	-	CD050_HUMAN	C4orf50	
chr4	6053977	6112850	Q96N16-1	-	JKIP1_HUMAN	JAKMIP1	GABABRBP; JAMIP1; MARLIN1
chr4	6277455	6302465	O76024	+	WFS1_HUMAN	WFS1	
chr4	6323304	6472229	Q9Y2T4-1	-	2ABG_HUMAN	PPP2R2C	
chr4	6575210	6621282	Q9Y2E5-1	+	MA2B2_HUMAN	MAN2B2	KIAA0935
chr4	6640862	6641243	Q9Y605	+	MOFA1_HUMAN	MRFAP1	PAM14; PGR1
chr4	6693932	6697039	P25815	+	S100P_HUMAN	S100P	S100E
chr4	6709248	6709629	Q96HT8	-	MR1L1_HUMAN	MRFAP1L1	
chr4	6716209	6716860	Q9NUP1	+	BL1S4_HUMAN	BLOC1S4	CNO
chr4	6824453	6880963	Q92628	+	K0232_HUMAN	KIAA0232	
chr4	6923389	7030389	Q9P2M4-1	+	TBC14_HUMAN	TBC1D14	KIAA1322
chr4	7041273	7042938	Q2M329	-	CCD96_HUMAN	CCDC96	
chr4	7043579	7055051	Q86TJ2-1	+	TAD2B_HUMAN	TADA2B	ADA2B
chr4	7060864	7068032	Q9HAV7	-	GRPE1_HUMAN	GRPEL1	GREPEL1
chr4	7192646	7740261	Q96PQ0	+	SORC2_HUMAN	SORCS2	KIAA1329
chr4	7433316	7434879	Q6NUJ1	-	SAPL1_HUMAN	PSAPL1	
chr4	7763767	7872078	Q8N556-1	-	AFAP1_HUMAN	AFAP1	AFAP
chr4	7966992	8158689	Q6H8Q1-1	-	ABLM2_HUMAN	ABLIM2	KIAA1808
chr4	8205194	8240952	Q8TE82	+	S3TC1_HUMAN	SH3TC1	
chr4	8269968	8306133	P83110-1	+	HTRA3_HUMAN	HTRA3	PRSP
chr4	8366963	8416521	O15254-1	-	ACOX3_HUMAN	ACOX3	BRCOX; PRCOX
chr4	8440822	8475998	Q8IYL2-1	+	TRM44_HUMAN	TRMT44	C4orf23; METTL19
chr4	8580982	8587360	Q96P69	+	GPR78_HUMAN	GPR78	
chr4	8592833	8619614	Q66K79-1	+	CBPZ_HUMAN	CPZ	
chr4	8867695	8871614	Q9NP08	-	HMX1_HUMAN	HMX1	H6
chr4	9173172	9176164	A6NDY2	+	F90AA_HUMAN	FAM90A10P	FAM90A10
chr4	9173172	9176164	A6NE21	+	F90AI_HUMAN	FAM90A18P; FAM90A19P	FAM90A18; FAM90A19
chr4	9173172	9176164	A6NEW6	+	F90AG_HUMAN	FAM90A16P; FAM90A17P	FAM90A16; FAM90A17
chr4	9173172	9176164	A6NJQ4	+	F90A8_HUMAN	FAM90A8P	FAM90A8
chr4	9173172	9176164	A6NKC0	+	F90A7_HUMAN	FAM90A7P	FAM90A7
chr4	9173172	9176164	A6NNJ1	+	F90A9_HUMAN	FAM90A9P	FAM90A9
chr4	9173172	9176164	A8MWA6	+	F90AM_HUMAN	FAM90A22P	FAM90A22
chr4	9173172	9176164	A8MX19	+	F90AC_HUMAN	FAM90A12P	FAM90A12
chr4	9173172	9176164	A8MXJ8	+	F90A5_HUMAN	FAM90A5P	FAM90A5
chr4	9173172	9176164	A8MXZ1	+	F90AN_HUMAN	FAM90A23P	FAM90A23
chr4	9173172	9176164	P0C7V4	+	F90AJ_HUMAN	FAM90A15P	FAM90A15
chr4	9173172	9176164	P0C7W8	+	F90AD_HUMAN	FAM90A13P	FAM90A13
chr4	9173172	9176164	P0C7W9	+	F90AE_HUMAN	FAM90A14P	FAM90A14
chr4	9173172	9176164	P0C7X0	+	F90AO_HUMAN	FAM90A24P	FAM90A24
chr4	9173172	9176164	Q658T7-1	+	F90A2_HUMAN	FAM90A2P	
chr4	9210656	9212246	C9JJH3	+	U17LA_HUMAN	USP17L10	
chr4	9215404	9216598	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9215404	9216994	C9JVI0	+	U17LB_HUMAN	USP17L11	
chr4	9220151	9221741	C9JPN9	+	UL17C_HUMAN	USP17L12	
chr4	9224895	9226485	C9JLJ4	+	U17LD_HUMAN	USP17L13	
chr4	9234384	9235974	C9J2P7	+	U17LF_HUMAN	USP17L15	
chr4	9243878	9245072	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9243878	9245468	D6RBQ6	+	U17LH_HUMAN	USP17L17	
chr4	9248629	9249823	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9248629	9250219	D6R9N7	+	U17LI_HUMAN	USP17L18	
chr4	9253377	9254571	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9253377	9254967	D6RCP7	+	U17LJ_HUMAN	USP17L19	
chr4	9258123	9259317	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9258123	9259713	D6RJB6	+	U17LK_HUMAN	USP17L20	
chr4	9262871	9264461	D6R901	+	U17LL_HUMAN	USP17L21	
chr4	9267618	9268812	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9267618	9269208	D6RA61	+	U17LM_HUMAN	USP17L22	
chr4	9272363	9272912	D6RBM5	+	U17LN_HUMAN	USP17L23	
chr4	9325164	9326358	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9325164	9326754	Q0WX57	+	U17LO_HUMAN	USP17L24; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30	USP17; USP17H; USP17I; USP17J; USP17K; USP17L; USP17M
chr4	9329910	9331104	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9329910	9331500	Q0WX57	+	U17LO_HUMAN	USP17L24; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30	USP17; USP17H; USP17I; USP17J; USP17K; USP17L; USP17M
chr4	9334657	9335851	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9334657	9336247	Q0WX57	+	U17LO_HUMAN	USP17L24; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30	USP17; USP17H; USP17I; USP17J; USP17K; USP17L; USP17M
chr4	9339402	9340596	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9339402	9340992	A8MUK1	+	U17L5_HUMAN	USP17L5	
chr4	9344147	9345341	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9344147	9345737	Q0WX57	+	U17LO_HUMAN	USP17L24; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30	USP17; USP17H; USP17I; USP17J; USP17K; USP17L; USP17M
chr4	9348892	9350086	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9348892	9350482	Q0WX57	+	U17LO_HUMAN	USP17L24; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30	USP17; USP17H; USP17I; USP17J; USP17K; USP17L; USP17M
chr4	9353637	9354831	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9353637	9355227	Q0WX57	+	U17LO_HUMAN	USP17L24; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30	USP17; USP17H; USP17I; USP17J; USP17K; USP17L; USP17M
chr4	9363128	9364322	Q6QN14	+	U17L6_HUMAN	USP17L6P	USP17C; USP17D; USP17N
chr4	9363128	9364718	Q0WX57	+	U17LO_HUMAN	USP17L24; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30	USP17; USP17H; USP17I; USP17J; USP17K; USP17L; USP17M
chr4	9444533	9450511	P59861	+	D131A_HUMAN	DEFB131A	DEFB131; DEFB31
chr4	9782029	9783460	P21918	+	DRD5_HUMAN	DRD5	DRD1B; DRD1L2
chr4	9826399	10021429	Q9NRM0-1	-	GTR9_HUMAN	SLC2A9	GLUT9
chr4	10075380	10116666	O75083-1	-	WDR1_HUMAN	WDR1	
chr4	10443106	10446328	Q9C0D4	-	Z518B_HUMAN	ZNF518B	KIAA1729
chr4	10490469	10667869	Q7Z7G1-1	-	CLNK_HUMAN	CLNK	MIST
chr4	11399084	11400005	O14792	-	HS3S1_HUMAN	HS3ST1	3OST; 3OST1
chr4	13368560	13484150	P51157-1	-	RAB28_HUMAN	RAB28	
chr4	13541995	13544414	P78367	-	NKX32_HUMAN	NKX3-2	BAPX1; NKX3B
chr4	13570013	13627587	Q8NFC6	-	BD1L1_HUMAN	BOD1L1	BOD1L; FAM44A; KIAA1327
chr4	15003984	15066377	Q7Z5Q1-2	+	CPEB2_HUMAN	CPEB2	
chr4	15435743	15442796	Q9BXJ2-1	+	C1QT7_HUMAN	C1QTNF7	CTRP7
chr4	15475932	15601422	Q9P2K1-4	+	C2D2A_HUMAN	CC2D2A	KIAA1345
chr4	15605725	15655287	Q9UKA1-1	-	FBXL5_HUMAN	FBXL5	FBL4; FBL5; FLR1
chr4	15686977	15688948	P0CF97	+	F200B_HUMAN	FAM200B	C4orf53
chr4	15703144	15731842	Q10588-1	+	BST1_HUMAN	BST1	
chr4	15778414	15848599	P28907-1	+	CD38_HUMAN	CD38	
chr4	15935930	15936632	Q14512	-	FGFP1_HUMAN	FGFBP1	FGFBP; HBP17
chr4	15962460	15963129	Q9BYJ0	-	FGFP2_HUMAN	FGFBP2	KSP37
chr4	15971069	16075906	O43490-1	-	PROM1_HUMAN	PROM1	PROML1
chr4	16163310	16226457	Q6NXT6-1	-	TAPT1_HUMAN	TAPT1	CMVFR
chr4	16502645	16898485	O43679-1	-	LDB2_HUMAN	LDB2	CLIM1
chr4	17487133	17512054	P09417-1	-	DHPR_HUMAN	QDPR	DHPR; SDR33C1
chr4	17515266	17527079	A0PK11	+	CLRN2_HUMAN	CLRN2	
chr4	17577465	17607586	P28838-1	+	AMPL_HUMAN	LAP3	LAPEP; PEPS
chr4	17614654	17623795	Q9H204	+	MED28_HUMAN	MED28	EG1
chr4	17632534	17781299	Q9ULE4	-	F184B_HUMAN	FAM184B	KIAA1276
chr4	17803493	17804141	Q9NXF7	-	DCA16_HUMAN	DCAF16	C4orf30
chr4	17811077	17843422	Q9BPX3	+	CND3_HUMAN	NCAPG	CAPG; NYMEL3
chr4	17873388	17875083	A8MVM7	-	YD021_HUMAN		
chr4	17883722	18021751	Q8N3X6-1	-	LCORL_HUMAN	LCORL	
chr4	20253815	20619006	O94813-1	+	SLIT2_HUMAN	SLIT2	SLIL3
chr4	20704481	20727338	Q8N7B6-1	+	PACRL_HUMAN	PACRGL	C4orf28
chr4	20730084	21948631	Q6PIL6-1	-	KCIP4_HUMAN	KCNIP4	CALP; KCHIP4
chr4	22387707	22515784	Q8IWK6-1	-	AGRA3_HUMAN	ADGRA3	GPR125
chr4	22693015	22818920	Q9H227-1	+	GBA3_HUMAN	GBA3	CBG; CBGL1
chr4	23795824	23889957	Q9UBK2-1	-	PRGC1_HUMAN	PPARGC1A	LEM6; PGC1; PGC1A; PPARGC1
chr4	24527926	24584393	O43143	-	DHX15_HUMAN	DHX15	DBP1; DDX15
chr4	24799521	24800241	P08294	+	SODE_HUMAN	SOD3	
chr4	24808391	24876595	Q6ZUS6-1	-	CC149_HUMAN	CCDC149	
chr4	25003453	25030693	Q8N0V4	-	LGI2_HUMAN	LGI2	KIAA1916; LGIL2
chr4	25123933	25160369	Q9HD40-1	-	SPCS_HUMAN	SEPSECS	TRNP48
chr4	25234163	25277184	Q8TCG2	+	P4K2B_HUMAN	PI4K2B	
chr4	25312809	25369161	Q9H5U6-1	+	ZCHC4_HUMAN	ZCCHC4	
chr4	25377427	25418379	Q9UJX5-1	+	APC4_HUMAN	ANAPC4	APC4
chr4	25662500	25676746	O95436-1	+	NPT2B_HUMAN	SLC34A2	
chr4	25748427	25862836	Q68CR1-1	-	SE1L3_HUMAN	SEL1L3	KIAA0746
chr4	25914313	25929188	Q8N5G0-1	+	SMI20_HUMAN	SMIM20	C4orf52; MITRAC7
chr4	26320756	26431004	Q06330-1	+	SUH_HUMAN	RBPJ	IGKJRB; IGKJRB1; RBPJK; RBPSUH
chr4	26481640	26490267	P32238	-	CCKAR_HUMAN	CCKAR	CCKRA
chr4	26584193	26754944	Q8N5T2-1	+	TBC19_HUMAN	TBC1D19	
chr4	26861218	27022993	Q9P246-1	+	STIM2_HUMAN	STIM2	KIAA1482
chr4	30721422	30730785	O60245-1	+	PCDH7_HUMAN	PCDH7	BHPCDH
chr4	36067909	36229486	Q8WZ64	-	ARAP2_HUMAN	ARAP2	CENTD1; KIAA0580
chr4	36284079	36343821	Q6ZMT9-1	+	DTHD1_HUMAN	DTHD1	
chr4	37245067	37447214	Q9ULI1	+	NWD2_HUMAN	NWD2	KIAA1239
chr4	37588867	37590997	Q8IY42	+	CD019_HUMAN	C4orf19	
chr4	37631390	37686287	Q8IUW5	-	RELL1_HUMAN	RELL1	
chr4	37826732	37861609	Q96G03-1	+	PGM2_HUMAN	PGM2	
chr4	37902095	38137332	Q86TI0-1	+	TBCD1_HUMAN	TBC1D1	KIAA1108
chr4	37960434	37960968	Q9NZH5-1	+	PTTG2_HUMAN	PTTG2	
chr4	38664197	38664461	Q9H8V8	-	YD018_HUMAN		
chr4	38680625	38697260	P57682-1	+	KLF3_HUMAN	KLF3	BKLF
chr4	38773157	38775590	Q9BXR5	-	TLR10_HUMAN	TLR10	
chr4	38796473	38798831	Q15399	-	TLR1_HUMAN	TLR1	KIAA0012
chr4	38827085	38829473	Q9Y2C9-1	-	TLR6_HUMAN	TLR6	
chr4	38878078	38943554	Q8IWE2-1	+	NXP20_HUMAN	FAM114A1	NOXP20
chr4	38971072	39032313	Q8N614	-	TM156_HUMAN	TMEM156	
chr4	39062514	39121063	Q96PQ7-1	+	KLHL5_HUMAN	KLHL5	
chr4	39182557	39278647	Q8NEZ3-1	+	WDR19_HUMAN	WDR19	IFT144; KIAA1638
chr4	39288763	39366241	P35251-1	-	RFC1_HUMAN	RFC1	RFC140
chr4	39406949	39448683	Q86Z14	+	KLOTB_HUMAN	KLB	
chr4	39454545	39458439	P32969	-	RL9_HUMAN	RPL9; RPL9P7; RPL9P8; RPL9P9	
chr4	39459117	39477112	O43766-1	+	LIAS_HUMAN	LIAS	LAS
chr4	39500145	39521512	O60701-1	-	UGDH_HUMAN	UGDH	
chr4	39552128	39605145	Q96QK8	-	SIM14_HUMAN	SMIM14	C4orf34
chr4	39698327	39778431	P61086-1	+	UBE2K_HUMAN	UBE2K	HIP2; LIG
chr4	39825487	39976577	Q29RF7-1	-	PDS5A_HUMAN	PDS5A	KIAA0648; PDS5
chr4	40097340	40154234	Q86UW6-1	+	N4BP2_HUMAN	N4BP2	B3BP; KIAA1413
chr4	40243386	40243959	Q15669	+	RHOH_HUMAN	RHOH	ARHH; TTF
chr4	40335467	40354517	Q9UGM1	+	ACHA9_HUMAN	CHRNA9	NACHRA9
chr4	40425906	40438893	A0AV96-1	-	RBM47_HUMAN	RBM47	
chr4	40750693	40808936	Q8NE18-1	+	NSUN7_HUMAN	NSUN7	
chr4	40816094	41033254	Q92870-1	-	APBB2_HUMAN	APBB2	FE65L; FE65L1
chr4	41256976	41268070	P09936	+	UCHL1_HUMAN	UCHL1	
chr4	41360840	41697182	Q9UPQ0-1	+	LIMC1_HUMAN	LIMCH1	KIAA1102
chr4	41745809	41748610	Q99453	-	PHX2B_HUMAN	PHOX2B	PMX2B
chr4	41935484	41954196	P57088	+	TMM33_HUMAN	TMEM33	DB83
chr4	41981792	41982980	Q3SXM0	+	DC4L1_HUMAN	DCAF4L1	WDR21B
chr4	41990651	42086123	Q6PML9	+	ZNT9_HUMAN	SLC30A9	C4orf1; HUEL
chr4	42117520	42152143	Q6ZU67-1	-	BEND4_HUMAN	BEND4	CCDC4
chr4	42398056	42401448	A0PJX4	+	SHSA3_HUMAN	SHISA3	
chr4	42412918	42656873	Q9Y2Q0-1	-	AT8A1_HUMAN	ATP8A1	ATPIA
chr4	42893266	43030537	A8MXD5	+	GRCR1_HUMAN	GRXCR1	DFNB25
chr4	44174792	44448523	Q6ZWB6	-	KCTD8_HUMAN	KCTD8	
chr4	44622416	44651624	Q8N8F6-1	-	YIPF7_HUMAN	YIPF7	FINGER9; YIP1B
chr4	44678622	44698678	Q8N442	+	GUF1_HUMAN	GUF1	
chr4	44703083	44722207	Q8TDQ7-1	-	GNPI2_HUMAN	GNPDA2	GNP2
chr4	46040990	46123913	Q8N1C3	-	GBRG1_HUMAN	GABRG1	
chr4	46250310	46388706	P47869-1	-	GBRA2_HUMAN	GABRA2	
chr4	46734949	46735192	Q8TF08	-	CX7B2_HUMAN	COX7B2	
chr4	46928227	46993424	P48169	-	GBRA4_HUMAN	GABRA4	
chr4	47031651	47426015	P18505-1	+	GBRB1_HUMAN	GABRB1	
chr4	47451647	47463651	Q9NX08	-	COMD8_HUMAN	COMMD8	
chr4	47512540	47591378	Q9P241-1	+	AT10D_HUMAN	ATP10D	ATPVD; KIAA1487
chr4	47595723	47837949	Q9Y5Q5-1	-	CORIN_HUMAN	CORIN	CRN; TMPRSS10
chr4	47848165	47914203	Q6ZNB6-1	-	NFXL1_HUMAN	NFXL1	OZFP
chr4	47936423	47952701	P29973-1	-	CNGA1_HUMAN	CNGA1	CNCG; CNCG1
chr4	47936541	47936784	Q8IZM0	+	CNG1O_HUMAN		
chr4	48016839	48036169	Q6NVV3	+	NIPA3_HUMAN	NIPAL1	NIPA3; NPAL1
chr4	48067639	48134170	P42681	-	TXK_HUMAN	TXK	PTK4; RLK
chr4	48137418	48228614	P42680	-	TEC_HUMAN	TEC	PSCTK4
chr4	48341739	48422074	Q9P270	+	SLAI2_HUMAN	SLAIN2	KIAA1458
chr4	48483561	48488936	Q96EP9	+	NTCP4_HUMAN	SLC10A4	
chr4	48490291	48494241	Q86SH2	+	ZAR1_HUMAN	ZAR1	
chr4	48499424	48634410	O94915-1	-	FRYL_HUMAN	FRYL	AF4P12; KIAA0826
